id,type,question,answer,expected_answer,expected_keywords,exact_match,semantic_keyword_f1,grounding_score,latency_ms,win,citations
q019,needle,Summarize a passage explaining how AI may augment human capabilities.,I don't know. The answer is not covered by the provided documents.,"The paper states that AI can augment human capabilities through improved perception, planning, and generative abilities that exceed human performance on specific tasks.",augment|perception|planning|generative,0.000,0.000,0.000,0.0,0,[]
q020,multi_hop,Explain how ATT&CK aids in threat modeling.,"ATT&CK aids in threat modeling by providing knowledge of adversary behaviors, which helps organizations understand what adversaries are doing to attack them and use that knowledge to prioritize what to defend. This enables defenders to make threat intelligence actionable and inform detection and defense strategies based on real-world adversary techniques [Source: getting-started-with-attack:12].","ATT&CK provides a structured model of adversary behaviors, helping defenders map out potential attack paths and identify where controls or detections are needed.",structured model|behaviors|attack paths|controls,0.000,0.250,0.250,2054.4,1,"[{""id"": ""getting-started-with-attack-12"", ""source"": ""getting-started-with-attack"", ""page_num"": 4, ""score"": 0.8728126883506775, ""metadata"": {}}, {""id"": ""getting-started-with-attack-48"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.8404933214187622, ""metadata"": {}}, {""id"": ""getting-started-with-attack-19"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8064507246017456, ""metadata"": {}}, {""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8015605807304382, ""metadata"": {}}, {""id"": ""getting-started-with-attack-50"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.747817873954773, ""metadata"": {}}, {""id"": ""getting-started-with-attack-157"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.7445501089096069, ""metadata"": {}}]"
q021,multi_hop,How do evaluations help manage AI risks mentioned in the MITRE paper?,"Evaluations help manage AI risks by providing justified confidence in an AI system’s ability to operate effectively with acceptable levels of risk to its stakeholders. This process, known as AI assurance, ensures that the system meets its functional requirements with valid outputs and that the associated risks are managed throughout the AI lifecycle [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:3].","Evaluations help identify risky behaviors, measure system performance under adversarial conditions, and ensure mitigation strategies are in place before deployment.",identify risks|measure|adversarial|mitigation,0.000,0.000,0.000,1974.6,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-132"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 12, ""score"": 0.9341042041778564, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-24"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.7928102016448975, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.725716769695282, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-17"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 2, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-74"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.6944423913955688, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-114"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 10, ""score"": 0.6262210011482239, ""metadata"": {}}]"
q022,structure,List several advancements described in the paper that enabled modern AI systems.,I don't know. The answer is not covered by the provided documents.,"The paper mentions advances such as GPUs, deep neural networks, transformer architectures, reinforcement learning, and generative models.",GPUs|deep neural networks|transformers|reinforcement learning|generative,0.000,0.000,0.000,0.0,0,[]
q023,direct_fact,How does ATT&CK assist defenders in comparing different threat groups?,"ATT&CK assists defenders in comparing different threat groups by allowing analysts to map adversary behaviors to ATT&CK techniques, aggregate this information, and determine which techniques are commonly used. This helps defenders prioritize which techniques to focus on and informs their defensive strategies [Source: getting-started-with-attack:10].","ATT&CK catalogs the techniques used by different adversary groups, enabling defenders to compare patterns in behavior.",compare groups|catalogs techniques|behaviors,0.000,0.333,0.333,1598.9,1,"[{""id"": ""getting-started-with-attack-32"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.9518848657608032, ""metadata"": {}}, {""id"": ""getting-started-with-attack-40"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.8824512362480164, ""metadata"": {}}, {""id"": ""getting-started-with-attack-10"", ""source"": ""getting-started-with-attack"", ""page_num"": 4, ""score"": 0.6186056733131409, ""metadata"": {}}, {""id"": ""getting-started-with-attack-34"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.6127597093582153, ""metadata"": {}}, {""id"": ""getting-started-with-attack-19"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.579660177230835, ""metadata"": {}}, {""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.5766257047653198, ""metadata"": {}}]"
q024,direct_fact,What role does red-teaming play in AI security evaluations?,"Red-teaming is related to adversary emulation in AI security evaluations, helping to assess whether defenses are effective against new variants of attacks and to identify any regressions in security controls [Source: getting-started-with-attack:18].","Red-teaming systematically tests AI systems for vulnerabilities, harmful behaviors, or policy failures before deployment.",systematically test|vulnerabilities|harmful behaviors,0.000,0.000,0.000,1438.3,0,"[{""id"": ""getting-started-with-attack-188"", ""source"": ""getting-started-with-attack"", ""page_num"": 37, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""getting-started-with-attack-91"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.5980724096298218, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-29"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.5851073265075684, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.5747690200805664, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-47"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 5, ""score"": 0.5494623184204102, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-60"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.5401204228401184, ""metadata"": {}}]"
q025,needle,Identify a passage describing the geopolitical implications of AI mentioned in the paper.,I don't know. The answer is not covered by the provided documents.,"The paper notes that AI affects geopolitical balance, including competition between the United States and China.",geopolitical|United States|China|balance of power,0.000,0.000,0.000,0.0,0,[]
q026,direct_fact,Does the paper claim that AI could aid national security missions?,I don't know. The answer is not covered by the provided documents.,"Yes, the paper states that AI can assist in mission-oriented challenges across national security domains.",national security|mission-oriented|assist,0.000,0.000,0.000,0.0,0,[]
q027,direct_fact,What benefit does ATT&CK provide to incident responders?,"ATT&CK provides incident responders with a structured way to map incident response data to known adversary behaviors, enabling them to compare groups, prioritize defenses, and link use cases with appropriate response actions [Source: getting-started-with-attack:8][Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:8].","Incident responders can use ATT&CK to map observed behaviors to known techniques, aiding interpretation and response strategies.",incident response|map behaviors|known techniques,0.000,0.333,0.333,1868.7,1,"[{""id"": ""getting-started-with-attack-35"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.7815321683883667, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-91"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.7182815670967102, ""metadata"": {}}, {""id"": ""getting-started-with-attack-23"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-113"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.6422903537750244, ""metadata"": {}}, {""id"": ""getting-started-with-attack-188"", ""source"": ""getting-started-with-attack"", ""page_num"": 37, ""score"": 0.6353700757026672, ""metadata"": {}}, {""id"": ""getting-started-with-attack-110"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.6027148962020874, ""metadata"": {}}]"
q028,multi_hop,Explain the difference between AI as a subsystem and AI with agency as described in the paper.,I don't know. The answer is not covered by the provided documents.,"AI as a subsystem supports a broader system, while AI with agency can take actions independently that may affect safety or outcomes.",subsystem|agency|independently|actions,0.000,0.000,0.000,0.0,0,[]
q029,direct_fact,What risks arise when AI systems are used to augment human performance?,I don't know. The answer is not covered by the provided documents.,Augmentation introduces risks if the AI behaves unpredictably or provides misleading outputs that humans may overly rely on.,unpredictable|misleading|over-reliance,0.000,0.000,0.000,0.0,0,[]
q030,needle,Find a section describing the limitations of traditional security approaches for AI.,I don't know. The answer is not covered by the provided documents.,The paper explains that traditional approaches focusing on code and infrastructure cannot fully address risks in model behavior.,traditional|insufficient|model behavior,0.000,0.000,0.000,0.0,0,[]
q031,direct_fact,Explain how dangerous failure modes differ from ordinary software vulnerabilities.,I don't know. The answer is not covered by the provided documents.,"Dangerous failure modes stem from AI behaviors emerging during operation, not just code flaws, and may be unpredictable or severe.",emerging|operation|unpredictable|severe,0.000,0.000,0.000,0.0,0,[]
q032,direct_fact,What does the paper say about relying solely on deployment-time monitoring for AI security?,I don't know. The answer is not covered by the provided documents.,Relying only on deployment-time monitoring is inadequate because some failures must be caught before deployment.,inadequate|deployment|before deployment,0.000,0.000,0.000,684.0,0,"[{""id"": ""getting-started-with-attack-188"", ""source"": ""getting-started-with-attack"", ""page_num"": 37, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-13"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 2, ""score"": 0.6130748987197876, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-80"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.611786425113678, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.6078801155090332, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-34"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.5824635624885559, ""metadata"": {}}, {""id"": ""getting-started-with-attack-17"", ""source"": ""getting-started-with-attack"", ""page_num"": 5, ""score"": 0.5753751397132874, ""metadata"": {}}]"
